0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
0.11117454,0.9726655,1.5540977,-0.47312322,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.1600275,1.3059057,1.2241756
-2.1655452,2.7372434,1.6115066,-1.2828867,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.29109967,0.7022471,0.4007698
1.4799473,0.679245,-0.5673612,-0.1036375,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.8862279,0.9571019,0.90657884
0.7093213,0.41659507,-1.7690426,-0.56433195,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.68148226,100000.0,1.102575
-0.04814193,0.6984565,1.2101082,1.7692434,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.6751045,1.0107412,0.9169641
-0.06372937,-0.70375174,-0.82509875,-0.77346313,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.5439959,100000.0,1.1776937
-0.17220934,-1.2267865,-0.09304368,0.19583362,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0341533,1.094196,1.0505342
-0.62029254,-1.3400524,0.5011999,-0.6198318,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.80601954,0.9357925,0.82851404
-0.0030226917,-0.44781226,0.3580368,1.1884003,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.3220788,100000.0,1.3460217
-0.20402911,-1.9041675,-3.1941266,-0.41041827,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.5916815,1.0442781,0.734069
-0.75433785,-0.71082795,-0.52384454,0.6530461,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.78005683,100000.0,1.0782931
-0.88526964,0.99677306,-1.4873224,-0.6742848,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.68462116,100000.0,0.9791323
-0.2048522,-1.2272564,-1.3808095,-0.3097739,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,0.9411939,100000.0,1.0912987
-0.012064147,-0.46391752,-1.4332943,-0.85997957,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.9597748,100000.0,1.0677006
1.0595297,-1.4712539,0.35034475,0.5523483,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.41966325,100000.0,0.96937054
-0.88671166,0.10556729,-0.7075052,-0.72946227,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.59311914,100000.0,1.1488332
1.2559055,0.17896995,-0.3178242,-0.5031339,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0250777,1.1390376,1.0672958
0.76335424,0.4574415,-0.3239032,1.4489602,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.8110312,100000.0,1.1755297
-0.094125845,0.09439717,0.78638875,-1.3260565,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.3233812,1.6045645,1.6013566
-0.42816824,-0.13198307,1.4644803,0.9711117,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.5596547,0.9539401,0.8393697
-0.4245488,-1.0833845,-0.70230395,-1.0228039,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.6387025,100000.0,1.0736184
0.33067673,0.3836904,0.3635087,1.8033245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0122201,1.0504452,1.0478135
-0.03589969,1.1640668,0.11103551,-1.7040521,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.95595664,100000.0,1.0790224
-1.190508,0.52222025,1.184505,-0.21747702,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0010653,1.1968032,1.1103668
-0.32870954,1.0208158,0.7915327,-0.24510483,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.89656585,1.0314754,0.91827214
0.74413437,0.19168422,-0.7489455,-0.8081561,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0167361,1.1166812,1.0595759
-0.038537044,0.5218022,1.4601855,-0.19327754,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,0.69061834,100000.0,1.0399008
0.16800688,-0.7158269,0.48790297,-0.014224561,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.8409581,0.99399763,0.96695894
0.24718504,1.0962199,0.00030027833,-0.58593714,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.59714293,100000.0,1.0848099
-0.4967945,-1.6265415,-1.2983956,-0.8169513,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.18760726,100000.0,0.94529426
-0.3814936,-0.22730324,1.7518272,-0.31409684,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.1449442,1.4921268,1.3519979
-0.1350906,-0.251926,-1.2185856,-0.8174631,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.2841828,1.4440678,1.3956798
-2.4916162,-0.76639104,-0.39323372,-0.93647677,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5454843,0.70466,0.6485357
0.7102603,-3.9359655,-2.2025213,-1.1640662,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25077924,0.5766614,0.4959141
-0.9946319,0.7107533,-0.49605212,0.933955,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.87546676,1.0247871,0.99407816
0.42050624,-1.0801708,-1.6393398,-0.48793557,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.3553863,100000.0,1.1435097
2.1116762,-0.024094503,0.21326528,-0.37496433,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6001388,1.5687838,0.9158485
-2.0572462,1.0399374,-0.63268155,-1.330381,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,2.0,0.83374876,1.0962757,0.9129554
-2.0689905,-0.6426109,-0.39769924,-0.16106439,0.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.6843372,1.0408267,0.7855858
2.2120762,1.3651797,0.5049345,-0.7007522,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.36107403,0.68386537,0.5788777
-0.54748714,-1.4793435,0.5400737,-1.2928313,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.5550417,100000.0,1.1307913
0.535063,-1.3377651,0.19800903,-1.0482398,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.6787941,100000.0,0.98512185
-0.5300787,-0.20193052,-1.6466827,-0.8452409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0929644,1.12979,1.1230652
0.34690174,-0.18833265,-1.2978117,1.2476232,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0368117,1.267958,1.0740932
-1.0483025,-1.3159966,-1.2225907,-1.4751532,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,0.6166897,100000.0,0.62985927
0.06929707,0.4510517,-0.37101293,0.40106004,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.99390125,1.2595893,1.1849238
0.24393293,-1.1457623,-0.4552159,-0.16517931,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.6453627,100000.0,1.0035251
-1.0084536,-0.25594383,0.508611,-1.2121531,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.95650506,100000.0,1.168813
-1.0878406,-0.13416077,0.07118088,-0.20410533,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.9829501,1.0478147,1.0272175
-0.20369995,-0.20041525,-0.9743642,-0.9809901,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9222856,100000.0,1.150322
-1.3342806,0.31110674,-0.07304962,-0.13089338,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.85288966,100000.0,1.029713
-1.4533343,-0.7731105,-1.6558013,-0.18492441,1.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0.83586353,0.99146533,0.9707447
1.1499773,0.84644985,0.30351445,1.4609346,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.8115616,0.84323454,0.8132229
-0.9297309,0.12600088,-1.6550832,-0.50012153,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.9774025,1.0811878,1.0557922
-0.080495544,-0.5620516,-0.1837571,-1.1987113,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.86016667,100000.0,1.2233804
0.8377439,1.4324845,0.22061338,1.1611525,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.6964431,0.9419641,0.88120365
-2.8284247,-0.20463109,1.5126486,0.6057802,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,0.6664073,0.8850723,0.66828054
-1.0270644,-2.033977,-1.2753842,-1.7677993,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6498789,0.7909107,0.6539772
-1.3856922,-2.0768676,-0.17619877,-0.3267948,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,0.45581138,0.79878783,0.7961429
-0.7169461,0.2877375,0.84362864,0.93121916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.88613915,100000.0,1.0216988
-1.0822313,-1.7374929,-1.829592,-1.2892483,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.48101065,100000.0,0.85996085
0.476981,-1.7457134,1.1451596,-1.5405353,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.75812894,100000.0,1.0379189
1.0640254,-1.1858678,-0.99485284,-0.37035266,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.80958873,100000.0,0.90000105
-0.6185951,0.71629333,-0.8385746,-0.9199609,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0917146,1.29134,1.132856
0.16851155,0.18763788,0.025305146,-0.90430164,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.53825223,100000.0,1.1900457
0.46981132,0.12228868,1.0341194,0.35263652,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.88306975,100000.0,1.1266316
0.6050198,0.70956063,-1.5659506,-0.9300973,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.94136417,100000.0,1.065405
-0.522017,1.9664967,0.94135743,-0.06362176,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.49862882,1.10408,0.5993137
2.2961125,1.5729792,1.1899126,0.70669353,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.37623802,100000.0,0.729625
0.094569296,0.91151595,-0.52323186,-0.39676872,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0249357,100000.0,1.1470113
-0.59238553,1.252182,1.1563187,0.8723991,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0693026,1.1111945,1.0964319
-0.040842026,0.00097620836,-0.19913664,-0.1589372,1.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.1655167,1.240145,1.1841221
-0.7271234,0.23257972,0.73383343,-0.472865,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.2027109,1.2662388,1.2444272
-2.9972243,-1.5452403,-0.3860814,-2.9510412,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.42347288,0.6777897,0.43406644
0.38178056,-1.2562386,-0.67558557,0.55076694,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0092995,100000.0,1.0285087
-1.1895753,-0.7921202,-1.6497456,-0.7791069,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.8029235,100000.0,1.0116134
-0.055732373,0.14387031,-0.011434032,1.1135467,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0264978,1.4523844,1.1186081
0.93909276,0.066608064,-0.8771639,-0.9677625,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.66354907,1.0620708,0.85394436
-1.0745448,0.7158715,-2.134935,-0.85742474,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.08698,1.1675152,1.1247864
-0.65412796,-0.2854396,-0.14516667,-0.60426563,0.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.90190494,1.136338,1.0963844
0.5375899,-0.9121533,0.80360943,-0.45122305,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.56000745,100000.0,0.79561573
2.5708535,1.2385861,0.6226276,0.48946705,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,0.7107094,0.8299857,0.71093553
-0.39433706,0.4845725,1.1685926,-0.9239476,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.3439665,100000.0,1.5641856
-0.17139767,-1.1708382,1.8667612,0.054621886,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.90394396,1.067053,1.0114743
1.0542948,-0.12044217,-1.4017572,-0.9566889,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.9585046,1.1246604,1.0032737
1.2787873,-2.125553,-0.09831811,0.8470813,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.69963515,0.8595175,0.7519937
1.3443558,2.3523407,0.042484883,-0.8307267,0.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,0.434297,100000.0,0.65023565
-0.3108648,-0.11985171,-0.5717708,0.90810126,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.98579466,100000.0,1.1103083
-0.9814569,1.0235007,-0.19859678,-1.5026741,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.6592764,0.84897405,0.847463
0.5394709,0.30365765,0.69836515,0.40945545,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,0.8031499,100000.0,1.0070243
0.46210927,-0.021678608,-0.14749205,0.2508175,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.2378355,1.3820038,1.2430844
0.13955683,0.4141338,0.021060847,-0.40412262,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0129675,1.1998829,1.1347003
-0.118950576,1.4632993,0.3527648,-1.4620476,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.47270185,1.097406,0.8061136
0.17400046,0.0029246158,1.1590255,-0.9999337,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.2416183,100000.0,1.4238888
0.64040077,1.491345,0.23240837,0.46444365,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.88311106,0.9708476,0.9395552
